text
"In 1994, Europe consumed 6479.11 TWh of coal."
"In 1995, Europe consumed 6366.58 TWh of coal."
"In 1996, Europe consumed 6171.31 TWh of coal."
"In 1997, Europe consumed 5902.96 TWh of coal."
"In 1998, Europe consumed 5678.00 TWh of coal."
"In 1999, Europe consumed 5441.98 TWh of coal."
"In 2000, Europe consumed 5587.14 TWh of coal."
"In 2001, Europe consumed 5552.03 TWh of coal."
"In 2002, Europe consumed 5550.80 TWh of coal."
"In 2003, Europe consumed 5721.25 TWh of coal."
"In 2004, Europe consumed 5584.34 TWh of coal."
"In 2005, Europe consumed 5411.26 TWh of coal."
"In 2006, Europe consumed 5605.00 TWh of coal."
"In 2007, Europe consumed 5597.71 TWh of coal."
"In 2008, Europe consumed 5399.30 TWh of coal."
"In 2009, Europe consumed 4798.30 TWh of coal."
"In 2010, Europe consumed 4955.16 TWh of coal."
"In 2011, Europe consumed 5149.18 TWh of coal."
"In 2012, Europe consumed 5274.97 TWh of coal."
"In 2013, Europe consumed 5101.38 TWh of coal."
"In 2014, Europe consumed 4741.00 TWh of coal."
"In 2015, Europe consumed 4632.70 TWh of coal."
"In 2016, Europe consumed 4418.06 TWh of coal."
"In 2017, Europe consumed 4218.98 TWh of coal."
"In 2018, Europe consumed 4152.72 TWh of coal."
"In 2019, Europe consumed 3592.22 TWh of coal."
"In 2020, Europe consumed 3109.99 TWh of coal."
"In 2021, Europe consumed 3377.88 TWh of coal."
"In 2022, Europe consumed 3372.65 TWh of coal."
"In 2023, Europe consumed 2950.04 TWh of coal."
"In 1965, Europe (EI) consumed 6132.29 TWh of coal."
"In 1966, Europe (EI) consumed 5883.05 TWh of coal."
"In 1967, Europe (EI) consumed 5692.93 TWh of coal."
"In 1968, Europe (EI) consumed 5777.59 TWh of coal."
"In 1969, Europe (EI) consumed 5852.05 TWh of coal."
"In 1970, Europe (EI) consumed 5753.42 TWh of coal."
"In 1971, Europe (EI) consumed 5500.67 TWh of coal."
"In 1972, Europe (EI) consumed 5307.85 TWh of coal."
"In 1973, Europe (EI) consumed 5393.85 TWh of coal."
"In 1974, Europe (EI) consumed 5343.69 TWh of coal."
"In 1975, Europe (EI) consumed 5225.29 TWh of coal."
"In 1976, Europe (EI) consumed 5461.29 TWh of coal."
"In 1977, Europe (EI) consumed 5462.66 TWh of coal."
"In 1978, Europe (EI) consumed 5546.53 TWh of coal."
"In 1979, Europe (EI) consumed 5785.41 TWh of coal."
"In 1980, Europe (EI) consumed 5906.71 TWh of coal."
"In 1981, Europe (EI) consumed 5795.17 TWh of coal."
"In 1982, Europe (EI) consumed 5829.35 TWh of coal."
"In 1983, Europe (EI) consumed 5905.01 TWh of coal."
"In 1984, Europe (EI) consumed 5897.69 TWh of coal."
"In 1985, Europe (EI) consumed 7248.31 TWh of coal."
"In 1986, Europe (EI) consumed 7183.79 TWh of coal."
"In 1987, Europe (EI) consumed 7251.86 TWh of coal."
"In 1988, Europe (EI) consumed 7102.95 TWh of coal."
"In 1989, Europe (EI) consumed 7014.32 TWh of coal."
"In 1990, Europe (EI) consumed 6675.25 TWh of coal."
"In 1991, Europe (EI) consumed 6290.28 TWh of coal."
"In 1992, Europe (EI) consumed 5920.30 TWh of coal."
"In 1993, Europe (EI) consumed 5525.60 TWh of coal."
"In 1994, Europe (EI) consumed 5210.38 TWh of coal."
"In 1995, Europe (EI) consumed 5159.50 TWh of coal."
"In 1996, Europe (EI) consumed 5011.59 TWh of coal."
"In 1997, Europe (EI) consumed 4874.05 TWh of coal."
"In 1998, Europe (EI) consumed 4739.76 TWh of coal."
"In 1999, Europe (EI) consumed 4477.33 TWh of coal."
"In 2000, Europe (EI) consumed 4606.73 TWh of coal."
"In 2001, Europe (EI) consumed 4558.42 TWh of coal."
"In 2002, Europe (EI) consumed 4562.16 TWh of coal."
"In 2003, Europe (EI) consumed 4743.55 TWh of coal."
"In 2004, Europe (EI) consumed 4672.22 TWh of coal."
"In 2005, Europe (EI) consumed 4561.06 TWh of coal."
"In 2006, Europe (EI) consumed 4773.83 TWh of coal."
"In 2007, Europe (EI) consumed 4840.05 TWh of coal."
"In 2008, Europe (EI) consumed 4564.61 TWh of coal."
"In 2009, Europe (EI) consumed 4078.72 TWh of coal."
"In 2010, Europe (EI) consumed 4260.60 TWh of coal."
"In 2011, Europe (EI) consumed 4440.84 TWh of coal."
"In 2012, Europe (EI) consumed 4545.58 TWh of coal."
"In 2013, Europe (EI) consumed 4406.08 TWh of coal."
"In 2014, Europe (EI) consumed 4133.02 TWh of coal."
"In 2015, Europe (EI) consumed 3956.75 TWh of coal."
"In 2016, Europe (EI) consumed 3817.87 TWh of coal."
"In 2017, Europe (EI) consumed 3691.99 TWh of coal."
"In 2018, Europe (EI) consumed 3605.40 TWh of coal."
"In 2019, Europe (EI) consumed 3073.52 TWh of coal."
"In 2020, Europe (EI) consumed 2658.39 TWh of coal."
"In 2021, Europe (EI) consumed 2898.62 TWh of coal."
"In 2022, Europe (EI) consumed 2783.38 TWh of coal."
"In 2023, Europe (EI) consumed 2331.91 TWh of coal."
"In 1965, European Union (27) consumed 4595.19 TWh of coal."
"In 1966, European Union (27) consumed 4412.74 TWh of coal."
"In 1967, European Union (27) consumed 4328.08 TWh of coal."
"In 1968, European Union (27) consumed 4404.67 TWh of coal."
"In 1969, European Union (27) consumed 4508.30 TWh of coal."
"In 1970, European Union (27) consumed 4468.19 TWh of coal."
"In 1971, European Union (27) consumed 4333.80 TWh of coal."
"In 1972, European Union (27) consumed 4262.09 TWh of coal."
"In 1973, European Union (27) consumed 4268.85 TWh of coal."
"In 1974, European Union (27) consumed 4321.77 TWh of coal."
"In 1975, European Union (27) consumed 4189.54 TWh of coal."
"In 1976, European Union (27) consumed 4400.52 TWh of coal."
"In 1977, European Union (27) consumed 4398.20 TWh of coal."
"In 1978, European Union (27) consumed 4489.83 TWh of coal."
"In 1979, European Union (27) consumed 4647.92 TWh of coal."
"In 1980, European Union (27) consumed 4833.15 TWh of coal."
"In 1981, European Union (27) consumed 4700.72 TWh of coal."
"In 1982, European Union (27) consumed 4775.55 TWh of coal."
"In 1983, European Union (27) consumed 4811.51 TWh of coal."
"In 1984, European Union (27) consumed 4994.54 TWh of coal."
"In 1985, European Union (27) consumed 5135.27 TWh of coal."
"In 1986, European Union (27) consumed 5002.71 TWh of coal."
"In 1987, European Union (27) consumed 5059.94 TWh of coal."
"In 1988, European Union (27) consumed 4994.17 TWh of coal."
"In 1989, European Union (27) consumed 5006.14 TWh of coal."
"In 1990, European Union (27) consumed 4555.97 TWh of coal."
"In 1991, European Union (27) consumed 4294.48 TWh of coal."
"In 1992, European Union (27) consumed 3993.79 TWh of coal."
"In 1993, European Union (27) consumed 3810.97 TWh of coal."
"In 1994, European Union (27) consumed 3725.08 TWh of coal."
"In 1995, European Union (27) consumed 3684.14 TWh of coal."
"In 1996, European Union (27) consumed 3690.34 TWh of coal."
"In 1997, European Union (27) consumed 3579.91 TWh of coal."
"In 1998, European Union (27) consumed 3418.24 TWh of coal."
"In 1999, European Union (27) consumed 3256.57 TWh of coal."
"In 2000, European Union (27) consumed 3300.33 TWh of coal."
"In 2001, European Union (27) consumed 3285.36 TWh of coal."
"In 2002, European Union (27) consumed 3309.55 TWh of coal."
"In 2003, European Union (27) consumed 3422.20 TWh of coal."
"In 2004, European Union (27) consumed 3363.68 TWh of coal."
"In 2005, European Union (27) consumed 3252.98 TWh of coal."
"In 2006, European Union (27) consumed 3340.09 TWh of coal."
"In 2007, European Union (27) consumed 3373.18 TWh of coal."
"In 2008, European Union (27) consumed 3126.79 TWh of coal."
"In 2009, European Union (27) consumed 2769.58 TWh of coal."
"In 2010, European Union (27) consumed 2906.55 TWh of coal."
"In 2011, European Union (27) consumed 2994.76 TWh of coal."
"In 2012, European Union (27) consumed 2980.90 TWh of coal."
"In 2013, European Union (27) consumed 2927.20 TWh of coal."
"In 2014, European Union (27) consumed 2782.88 TWh of coal."
"In 2015, European Union (27) consumed 2774.73 TWh of coal."
"In 2016, European Union (27) consumed 2663.56 TWh of coal."
"In 2017, European Union (27) consumed 2631.02 TWh of coal."
"In 2018, European Union (27) consumed 2522.22 TWh of coal."
"In 2019, European Union (27) consumed 2031.94 TWh of coal."
"In 2020, European Union (27) consumed 1674.70 TWh of coal."
"In 2021, European Union (27) consumed 1912.54 TWh of coal."
"In 2022, European Union (27) consumed 1912.70 TWh of coal."
"In 2023, European Union (27) consumed 1523.17 TWh of coal."
"In 1965, Finland consumed 20.26 TWh of coal."
"In 1966, Finland consumed 18.80 TWh of coal."
"In 1967, Finland consumed 18.09 TWh of coal."
"In 1968, Finland consumed 21.79 TWh of coal."
"In 1969, Finland consumed 26.14 TWh of coal."
"In 1970, Finland consumed 26.57 TWh of coal."
"In 1971, Finland consumed 23.58 TWh of coal."
"In 1972, Finland consumed 26.16 TWh of coal."
"In 1973, Finland consumed 29.03 TWh of coal."
"In 1974, Finland consumed 29.59 TWh of coal."
"In 1975, Finland consumed 26.80 TWh of coal."
"In 1976, Finland consumed 36.12 TWh of coal."
"In 1977, Finland consumed 36.42 TWh of coal."
"In 1978, Finland consumed 49.09 TWh of coal."
"In 1979, Finland consumed 47.31 TWh of coal."
"In 1980, Finland consumed 53.69 TWh of coal."
"In 1981, Finland consumed 32.99 TWh of coal."
"In 1982, Finland consumed 36.60 TWh of coal."
"In 1983, Finland consumed 39.75 TWh of coal."
"In 1984, Finland consumed 45.78 TWh of coal."
"In 1985, Finland consumed 58.03 TWh of coal."
"In 1986, Finland consumed 53.06 TWh of coal."
"In 1987, Finland consumed 59.43 TWh of coal."
"In 1988, Finland consumed 59.50 TWh of coal."
"In 1989, Finland consumed 58.21 TWh of coal."
"In 1990, Finland consumed 61.29 TWh of coal."
"In 1991, Finland consumed 61.21 TWh of coal."
"In 1992, Finland consumed 55.71 TWh of coal."
"In 1993, Finland consumed 63.69 TWh of coal."
"In 1994, Finland consumed 77.56 TWh of coal."
"In 1995, Finland consumed 68.60 TWh of coal."
"In 1996, Finland consumed 81.75 TWh of coal."
"In 1997, Finland consumed 77.43 TWh of coal."
"In 1998, Finland consumed 63.54 TWh of coal."
"In 1999, Finland consumed 61.57 TWh of coal."
"In 2000, Finland consumed 58.33 TWh of coal."
"In 2001, Finland consumed 70.49 TWh of coal."
"In 2002, Finland consumed 76.59 TWh of coal."
"In 2003, Finland consumed 95.59 TWh of coal."
"In 2004, Finland consumed 85.88 TWh of coal."
"In 2005, Finland consumed 55.17 TWh of coal."
"In 2006, Finland consumed 86.15 TWh of coal."
"In 2007, Finland consumed 81.35 TWh of coal."
"In 2008, Finland consumed 62.04 TWh of coal."
"In 2009, Finland consumed 62.49 TWh of coal."
"In 2010, Finland consumed 78.92 TWh of coal."
"In 2011, Finland consumed 64.12 TWh of coal."
"In 2012, Finland consumed 52.50 TWh of coal."
"In 2013, Finland consumed 58.04 TWh of coal."
"In 2014, Finland consumed 52.02 TWh of coal."
"In 2015, Finland consumed 44.41 TWh of coal."
"In 2016, Finland consumed 50.92 TWh of coal."
"In 2017, Finland consumed 46.65 TWh of coal."
"In 2018, Finland consumed 48.88 TWh of coal."
"In 2019, Finland consumed 41.05 TWh of coal."
"In 2020, Finland consumed 31.43 TWh of coal."
"In 2021, Finland consumed 33.98 TWh of coal."
"In 2022, Finland consumed 33.26 TWh of coal."
"In 2023, Finland consumed 24.58 TWh of coal."
"In 1965, France consumed 518.65 TWh of coal."
"In 1966, France consumed 481.15 TWh of coal."
"In 1967, France consumed 474.75 TWh of coal."
"In 1968, France consumed 455.16 TWh of coal."
"In 1969, France consumed 454.98 TWh of coal."
"In 1970, France consumed 431.57 TWh of coal."
"In 1971, France consumed 390.05 TWh of coal."
"In 1972, France consumed 342.51 TWh of coal."
"In 1973, France consumed 340.76 TWh of coal."
"In 1974, France consumed 343.39 TWh of coal."
"In 1975, France consumed 309.34 TWh of coal."
"In 1976, France consumed 350.43 TWh of coal."
"In 1977, France consumed 352.74 TWh of coal."
"In 1978, France consumed 350.37 TWh of coal."
"In 1979, France consumed 377.14 TWh of coal."
"In 1980, France consumed 382.54 TWh of coal."
"In 1981, France consumed 338.61 TWh of coal."
"In 1982, France consumed 347.71 TWh of coal."
"In 1983, France consumed 310.26 TWh of coal."
"In 1984, France consumed 299.62 TWh of coal."
"In 1985, France consumed 292.57 TWh of coal."
"In 1986, France consumed 240.25 TWh of coal."
"In 1987, France consumed 229.47 TWh of coal."
"In 1988, France consumed 224.36 TWh of coal."
"In 1989, France consumed 242.28 TWh of coal."
"In 1990, France consumed 230.42 TWh of coal."
"In 1991, France consumed 244.25 TWh of coal."
"In 1992, France consumed 216.21 TWh of coal."
"In 1993, France consumed 170.37 TWh of coal."
"In 1994, France consumed 168.88 TWh of coal."
"In 1995, France consumed 179.89 TWh of coal."
"In 1996, France consumed 189.07 TWh of coal."
"In 1997, France consumed 166.22 TWh of coal."
"In 1998, France consumed 196.86 TWh of coal."
"In 1999, France consumed 176.52 TWh of coal."
"In 2000, France consumed 171.16 TWh of coal."
"In 2001, France consumed 144.04 TWh of coal."
"In 2002, France consumed 154.59 TWh of coal."
"In 2003, France consumed 163.81 TWh of coal."
"In 2004, France consumed 157.70 TWh of coal."
"In 2005, France consumed 162.72 TWh of coal."
"In 2006, France consumed 150.38 TWh of coal."
"In 2007, France consumed 155.56 TWh of coal."
"In 2008, France consumed 147.44 TWh of coal."
"In 2009, France consumed 128.60 TWh of coal."
"In 2010, France consumed 138.15 TWh of coal."
"In 2011, France consumed 123.75 TWh of coal."
"In 2012, France consumed 137.55 TWh of coal."
"In 2013, France consumed 146.10 TWh of coal."
"In 2014, France consumed 107.21 TWh of coal."
"In 2015, France consumed 102.28 TWh of coal."
"In 2016, France consumed 99.51 TWh of coal."
"In 2017, France consumed 109.05 TWh of coal."
"In 2018, France consumed 100.20 TWh of coal."
"In 2019, France consumed 79.42 TWh of coal."
"In 2020, France consumed 55.98 TWh of coal."
"In 2021, France consumed 75.04 TWh of coal."
"In 2022, France consumed 64.42 TWh of coal."
"In 2023, France consumed 49.38 TWh of coal."
"In 1965, Germany consumed 1869.48 TWh of coal."
"In 1966, Germany consumed 1745.34 TWh of coal."
"In 1967, Germany consumed 1681.30 TWh of coal."
"In 1968, Germany consumed 1705.44 TWh of coal."
"In 1969, Germany consumed 1755.96 TWh of coal."
"In 1970, Germany consumed 1734.00 TWh of coal."
"In 1971, Germany consumed 1659.38 TWh of coal."
"In 1972, Germany consumed 1619.86 TWh of coal."
"In 1973, Germany consumed 1625.13 TWh of coal."
"In 1974, Germany consumed 1632.12 TWh of coal."
"In 1975, Germany consumed 1478.57 TWh of coal."
"In 1976, Germany consumed 1560.84 TWh of coal."
"In 1977, Germany consumed 1499.00 TWh of coal."
"In 1978, Germany consumed 1518.48 TWh of coal."
"In 1979, Germany consumed 1606.78 TWh of coal."
"In 1980, Germany consumed 1643.76 TWh of coal."
"In 1981, Germany consumed 1671.31 TWh of coal."
"In 1982, Germany consumed 1631.48 TWh of coal."
"In 1983, Germany consumed 1690.97 TWh of coal."
"In 1984, Germany consumed 1745.24 TWh of coal."
"In 1985, Germany consumed 1736.00 TWh of coal."
"In 1986, Germany consumed 1640.38 TWh of coal."
"In 1987, Germany consumed 1633.63 TWh of coal."
"In 1988, Germany consumed 1614.40 TWh of coal."
"In 1989, Germany consumed 1640.10 TWh of coal."
"In 1990, Germany consumed 1529.69 TWh of coal."
"In 1991, Germany consumed 1343.60 TWh of coal."
"In 1992, Germany consumed 1214.50 TWh of coal."
"In 1993, Germany consumed 1145.77 TWh of coal."
"In 1994, Germany consumed 1111.45 TWh of coal."
"In 1995, Germany consumed 1053.94 TWh of coal."
"In 1996, Germany consumed 1049.40 TWh of coal."
"In 1997, Germany consumed 1016.82 TWh of coal."
"In 1998, Germany consumed 992.51 TWh of coal."
"In 1999, Germany consumed 955.58 TWh of coal."
"In 2000, Germany consumed 992.10 TWh of coal."
"In 2001, Germany consumed 994.94 TWh of coal."
"In 2002, Germany consumed 997.15 TWh of coal."
"In 2003, Germany consumed 1013.62 TWh of coal."
"In 2004, Germany consumed 988.11 TWh of coal."
"In 2005, Germany consumed 945.39 TWh of coal."
"In 2006, Germany consumed 983.31 TWh of coal."
"In 2007, Germany consumed 1008.29 TWh of coal."
"In 2008, Germany consumed 931.81 TWh of coal."
"In 2009, Germany consumed 834.29 TWh of coal."
"In 2010, Germany consumed 896.17 TWh of coal."
"In 2011, Germany consumed 910.79 TWh of coal."
"In 2012, Germany consumed 936.07 TWh of coal."
"In 2013, Germany consumed 963.40 TWh of coal."
"In 2014, Germany consumed 925.89 TWh of coal."
"In 2015, Germany consumed 915.06 TWh of coal."
"In 2016, Germany consumed 889.93 TWh of coal."
"In 2017, Germany consumed 835.93 TWh of coal."
"In 2018, Germany consumed 806.69 TWh of coal."
"In 2019, Germany consumed 624.22 TWh of coal."
"In 2020, Germany consumed 514.87 TWh of coal."
"In 2021, Germany consumed 621.93 TWh of coal."
"In 2022, Germany consumed 641.76 TWh of coal."
"In 2023, Germany consumed 507.22 TWh of coal."
"In 1965, Greece consumed 24.50 TWh of coal."
"In 1966, Greece consumed 24.46 TWh of coal."
"In 1967, Greece consumed 23.38 TWh of coal."
"In 1968, Greece consumed 26.40 TWh of coal."
"In 1969, Greece consumed 25.55 TWh of coal."
"In 1970, Greece consumed 29.40 TWh of coal."
"In 1971, Greece consumed 43.33 TWh of coal."
"In 1972, Greece consumed 46.29 TWh of coal."
"In 1973, Greece consumed 54.44 TWh of coal."
"In 1974, Greece consumed 57.34 TWh of coal."
"In 1975, Greece consumed 75.08 TWh of coal."
"In 1976, Greece consumed 88.73 TWh of coal."
"In 1977, Greece consumed 94.37 TWh of coal."
"In 1978, Greece consumed 83.91 TWh of coal."
"In 1979, Greece consumed 46.07 TWh of coal."
"In 1980, Greece consumed 46.07 TWh of coal."
"In 1981, Greece consumed 45.60 TWh of coal."
"In 1982, Greece consumed 46.30 TWh of coal."
"In 1983, Greece consumed 56.78 TWh of coal."
"In 1984, Greece consumed 60.63 TWh of coal."
"In 1985, Greece consumed 70.30 TWh of coal."
"In 1986, Greece consumed 67.09 TWh of coal."
"In 1987, Greece consumed 76.60 TWh of coal."
"In 1988, Greece consumed 85.97 TWh of coal."
"In 1989, Greece consumed 92.42 TWh of coal."
"In 1990, Greece consumed 93.73 TWh of coal."
"In 1991, Greece consumed 90.17 TWh of coal."
"In 1992, Greece consumed 94.09 TWh of coal."
"In 1993, Greece consumed 94.05 TWh of coal."
"In 1994, Greece consumed 94.25 TWh of coal."
"In 1995, Greece consumed 93.93 TWh of coal."
"In 1996, Greece consumed 91.38 TWh of coal."
"In 1997, Greece consumed 98.41 TWh of coal."
"In 1998, Greece consumed 102.95 TWh of coal."
"In 1999, Greece consumed 99.03 TWh of coal."
"In 2000, Greece consumed 104.95 TWh of coal."
"In 2001, Greece consumed 108.48 TWh of coal."
"In 2002, Greece consumed 104.37 TWh of coal."
"In 2003, Greece consumed 104.93 TWh of coal."
"In 2004, Greece consumed 107.56 TWh of coal."
"In 2005, Greece consumed 106.10 TWh of coal."
"In 2006, Greece consumed 97.71 TWh of coal."
"In 2007, Greece consumed 103.02 TWh of coal."
"In 2008, Greece consumed 96.97 TWh of coal."
"In 2009, Greece consumed 98.01 TWh of coal."
"In 2010, Greece consumed 91.51 TWh of coal."
"In 2011, Greece consumed 91.85 TWh of coal."
"In 2012, Greece consumed 94.66 TWh of coal."
"In 2013, Greece consumed 81.26 TWh of coal."
"In 2014, Greece consumed 78.10 TWh of coal."
"In 2015, Greece consumed 65.44 TWh of coal."
"In 2016, Greece consumed 50.69 TWh of coal."
"In 2017, Greece consumed 55.78 TWh of coal."
"In 2018, Greece consumed 54.77 TWh of coal."
"In 2019, Greece consumed 37.18 TWh of coal."
"In 2020, Greece consumed 21.29 TWh of coal."
"In 2021, Greece consumed 19.91 TWh of coal."
"In 2022, Greece consumed 18.44 TWh of coal."
"In 2023, Greece consumed 13.22 TWh of coal."
"In 1965, High-income countries consumed 10213.81 TWh of coal."
"In 1966, High-income countries consumed 10164.79 TWh of coal."
"In 1967, High-income countries consumed 9982.27 TWh of coal."
"In 1968, High-income countries consumed 10205.06 TWh of coal."
"In 1969, High-income countries consumed 10339.09 TWh of coal."
"In 1970, High-income countries consumed 10183.49 TWh of coal."
"In 1971, High-income countries consumed 9656.14 TWh of coal."
"In 1972, High-income countries consumed 9575.31 TWh of coal."
"In 1973, High-income countries consumed 9972.13 TWh of coal."
"In 1974, High-income countries consumed 9885.53 TWh of coal."
"In 1975, High-income countries consumed 9709.86 TWh of coal."
"In 1976, High-income countries consumed 10238.64 TWh of coal."
"In 1977, High-income countries consumed 10380.76 TWh of coal."
"In 1978, High-income countries consumed 10305.87 TWh of coal."
"In 1979, High-income countries consumed 10949.10 TWh of coal."
"In 1980, High-income countries consumed 11347.74 TWh of coal."
"In 1981, High-income countries consumed 11462.74 TWh of coal."
"In 1982, High-income countries consumed 11317.28 TWh of coal."
"In 1983, High-income countries consumed 11574.25 TWh of coal."
"In 1984, High-income countries consumed 12067.57 TWh of coal."
"In 1985, High-income countries consumed 12570.02 TWh of coal."
"In 1986, High-income countries consumed 12419.34 TWh of coal."
"In 1987, High-income countries consumed 12779.47 TWh of coal."
"In 1988, High-income countries consumed 13088.22 TWh of coal."
"In 1989, High-income countries consumed 13161.98 TWh of coal."
"In 1990, High-income countries consumed 12775.54 TWh of coal."
"In 1991, High-income countries consumed 12479.12 TWh of coal."
"In 1992, High-income countries consumed 12180.41 TWh of coal."
"In 1993, High-income countries consumed 12145.61 TWh of coal."
"In 1994, High-income countries consumed 12114.41 TWh of coal."
"In 1995, High-income countries consumed 12190.30 TWh of coal."
"In 1996, High-income countries consumed 12548.66 TWh of coal."
"In 1997, High-income countries consumed 12634.14 TWh of coal."
"In 1998, High-income countries consumed 12567.42 TWh of coal."
"In 1999, High-income countries consumed 12461.75 TWh of coal."
"In 2000, High-income countries consumed 13012.02 TWh of coal."
"In 2001, High-income countries consumed 12944.90 TWh of coal."
"In 2002, High-income countries consumed 13077.01 TWh of coal."
"In 2003, High-income countries consumed 13447.40 TWh of coal."
"In 2004, High-income countries consumed 13502.94 TWh of coal."
"In 2005, High-income countries consumed 13582.55 TWh of coal."
"In 2006, High-income countries consumed 13644.68 TWh of coal."
"In 2007, High-income countries consumed 13864.53 TWh of coal."
"In 2008, High-income countries consumed 13593.35 TWh of coal."
"In 2009, High-income countries consumed 12117.37 TWh of coal."
"In 2010, High-income countries consumed 12829.68 TWh of coal."
"In 2011, High-income countries consumed 12587.43 TWh of coal."
"In 2012, High-income countries consumed 12056.58 TWh of coal."
"In 2013, High-income countries consumed 12225.18 TWh of coal."
"In 2014, High-income countries consumed 11981.90 TWh of coal."
"In 2015, High-income countries consumed 11204.15 TWh of coal."
"In 2016, High-income countries consumed 10544.78 TWh of coal."
"In 2017, High-income countries consumed 10446.46 TWh of coal."
"In 2018, High-income countries consumed 10079.24 TWh of coal."
"In 2019, High-income countries consumed 8905.42 TWh of coal."
"In 2020, High-income countries consumed 7625.43 TWh of coal."
"In 2021, High-income countries consumed 8353.42 TWh of coal."
"In 2022, High-income countries consumed 8002.69 TWh of coal."
"In 2023, High-income countries consumed 6938.51 TWh of coal."
"In 1965, Hong Kong consumed 1.43 TWh of coal."
"In 1966, Hong Kong consumed 1.23 TWh of coal."
"In 1967, Hong Kong consumed 0.99 TWh of coal."
"In 1968, Hong Kong consumed 0.71 TWh of coal."
"In 1969, Hong Kong consumed 0.42 TWh of coal."
"In 1970, Hong Kong consumed 0.24 TWh of coal."
"In 1971, Hong Kong consumed 0.31 TWh of coal."
"In 1972, Hong Kong consumed 0.15 TWh of coal."
"In 1973, Hong Kong consumed 0.08 TWh of coal."
"In 1974, Hong Kong consumed 0.08 TWh of coal."
"In 1975, Hong Kong consumed 0.07 TWh of coal."
"In 1976, Hong Kong consumed 0.09 TWh of coal."
"In 1977, Hong Kong consumed 0.08 TWh of coal."
"In 1978, Hong Kong consumed 0.06 TWh of coal."
"In 1979, Hong Kong consumed 0.05 TWh of coal."
"In 1980, Hong Kong consumed 0.02 TWh of coal."
"In 1981, Hong Kong consumed 0.41 TWh of coal."
"In 1982, Hong Kong consumed 10.41 TWh of coal."
"In 1983, Hong Kong consumed 24.45 TWh of coal."
"In 1984, Hong Kong consumed 31.91 TWh of coal."
"In 1985, Hong Kong consumed 39.51 TWh of coal."
"In 1986, Hong Kong consumed 45.72 TWh of coal."
"In 1987, Hong Kong consumed 57.29 TWh of coal."
"In 1988, Hong Kong consumed 66.28 TWh of coal."
"In 1989, Hong Kong consumed 71.01 TWh of coal."
"In 1990, Hong Kong consumed 63.87 TWh of coal."
"In 1991, Hong Kong consumed 68.92 TWh of coal."
"In 1992, Hong Kong consumed 73.06 TWh of coal."
"In 1993, Hong Kong consumed 84.61 TWh of coal."
"In 1994, Hong Kong consumed 60.44 TWh of coal."
"In 1995, Hong Kong consumed 65.15 TWh of coal."
"In 1996, Hong Kong consumed 48.42 TWh of coal."
"In 1997, Hong Kong consumed 40.86 TWh of coal."
"In 1998, Hong Kong consumed 50.79 TWh of coal."
"In 1999, Hong Kong consumed 43.41 TWh of coal."
"In 2000, Hong Kong consumed 50.45 TWh of coal."
"In 2001, Hong Kong consumed 79.69 TWh of coal."
"In 2002, Hong Kong consumed 61.99 TWh of coal."
"In 2003, Hong Kong consumed 78.62 TWh of coal."
"In 2004, Hong Kong consumed 73.41 TWh of coal."
"In 2005, Hong Kong consumed 79.86 TWh of coal."
"In 2006, Hong Kong consumed 79.73 TWh of coal."
"In 2007, Hong Kong consumed 87.00 TWh of coal."
"In 2008, Hong Kong consumed 79.72 TWh of coal."
"In 2009, Hong Kong consumed 83.25 TWh of coal."
"In 2010, Hong Kong consumed 72.42 TWh of coal."
"In 2011, Hong Kong consumed 86.15 TWh of coal."
"In 2012, Hong Kong consumed 84.80 TWh of coal."
"In 2013, Hong Kong consumed 90.38 TWh of coal."
"In 2014, Hong Kong consumed 94.73 TWh of coal."
"In 2015, Hong Kong consumed 77.90 TWh of coal."
"In 2016, Hong Kong consumed 77.90 TWh of coal."
"In 2017, Hong Kong consumed 72.97 TWh of coal."
"In 2018, Hong Kong consumed 74.94 TWh of coal."
"In 2019, Hong Kong consumed 71.77 TWh of coal."
"In 2020, Hong Kong consumed 38.23 TWh of coal."
"In 2021, Hong Kong consumed 42.46 TWh of coal."
"In 2022, Hong Kong consumed 41.77 TWh of coal."
"In 2023, Hong Kong consumed 40.81 TWh of coal."
"In 1965, Hungary consumed 126.88 TWh of coal."
"In 1966, Hungary consumed 121.68 TWh of coal."
"In 1967, Hungary consumed 105.57 TWh of coal."
"In 1968, Hungary consumed 104.19 TWh of coal."
"In 1969, Hungary consumed 105.75 TWh of coal."
"In 1970, Hungary consumed 107.47 TWh of coal."
"In 1971, Hungary consumed 104.03 TWh of coal."
"In 1972, Hungary consumed 101.10 TWh of coal."
"In 1973, Hungary consumed 101.62 TWh of coal."
"In 1974, Hungary consumed 96.92 TWh of coal."
"In 1975, Hungary consumed 92.34 TWh of coal."
"In 1976, Hungary consumed 93.56 TWh of coal."
"In 1977, Hungary consumed 95.17 TWh of coal."
"In 1978, Hungary consumed 95.08 TWh of coal."
"In 1979, Hungary consumed 95.81 TWh of coal."
"In 1980, Hungary consumed 93.95 TWh of coal."
"In 1981, Hungary consumed 94.40 TWh of coal."
"In 1982, Hungary consumed 98.42 TWh of coal."
"In 1983, Hungary consumed 92.53 TWh of coal."
"In 1984, Hungary consumed 90.04 TWh of coal."
"In 1985, Hungary consumed 88.43 TWh of coal."
"In 1986, Hungary consumed 87.40 TWh of coal."
"In 1987, Hungary consumed 87.35 TWh of coal."
